claim_id,user_id,user_phone,aadhar_number,vehicle_type,vehicle_subtype,vehicle_age,vehicle_model,chassis_number,policy_number,policy_validity,claim_type,previous_claims,claim_frequency_30d,accident_type,accident_severity,accident_location,garage_city,claim_amount,repair_estimate,garage_id,agent_id,document_verified,damage_consistency,image_uploaded,days_to_claim,is_fraud
53e16c91-7519-4d97-bdd9-84949a236713,ed2b3b5e-ef3e-416a-a044-45b7a456cff5,9460189745,376927785188,car,hatchback,9,Model_3,705f79f4-6,4ed033c9,2,accident,0,4,major,high,Delhi,Bangalore,111220,27805,G003,A10,1,0,0,6,1
432178f3-20d1-47eb-aae6-74c709e98f78,259f0d15-ee31-4571-a2be-af59d496affa,9750289164,713982828224,car,hatchback,1,Model_33,f80ceeb7-c,920b9052,2,accident,1,4,major,high,Mumbai,Bangalore,322048,40256,G002,A11,1,0,0,3,1
111c4c63-4247-471d-b4f6-987c40f5330f,8da08bff-4f80-4c6c-8881-5c7920de003c,9585168065,226756075023,car,sedan,1,Model_14,f68f0f02-6,d2099cb4,3,theft,4,1,minor,low,Delhi,Bangalore,121856,15232,G001,A12,1,1,1,3,1
b6bbf6c1-d30f-451b-9707-08485fcf76cf,117677e7-4cd8-46be-b2f8-126a00d5060d,9178314255,620514405856,car,sedan,9,Model_23,37787aa6-d,8d09d557,2,theft,1,2,major,medium,Mumbai,Bangalore,10876,7074,G001,A10,1,1,0,2,0
37a67430-dabf-42dd-953e-41d16a0b281b,eb039412-a125-4137-91fc-54fa20387bb2,9099347116,947917746045,bike,sports,10,Model_8,37d0ed2a-c,c89b66d2,1,theft,3,1,minor,high,Bangalore,Bangalore,32940,19894,G003,A10,0,0,0,7,0
f65f1051-2ccc-41d6-8f69-85ad23180b40,62f7b711-62c6-4f3d-b827-befae976f00b,9632789973,502702726451,car,XUV,9,Model_45,2befb6c2-5,0a40acb4,2,accident,2,1,major,medium,Delhi,Pune,19910,16268,G002,A10,1,1,0,7,0
d507ad73-d103-4e05-9280-afdbba7caeb6,8d70ec38-faf5-4d67-bfde-f2bc33e86579,9459163402,851468214383,bike,cruiser,5,Model_17,6ba91ca8-4,9b5423ac,5,accident,1,2,minor,low,Mumbai,Pune,39110,34412,G001,A10,1,1,0,8,0
6770d338-ece9-4d5b-b5fd-4d73566c7495,bdedfa6e-f43e-4d78-bd2b-22423903a55c,9098855079,554677020968,car,hatchback,1,Model_39,86befa06-2,43ee67ef,4,accident,2,0,minor,high,Mumbai,Delhi,66651,22217,G001,A12,1,1,0,3,1
7384ee46-3ca8-49f4-b2d5-88cacf0af637,7c20f7e1-4efb-4d13-a026-9c3d68b4d054,9209404031,414979568500,car,hatchback,5,Model_34,8a804fd7-c,5b4e9558,5,accident,3,4,major,medium,Delhi,Bangalore,209560,41912,G001,A11,0,1,0,6,1
e824f414-b8c9-4a96-9409-4da34bd7a44d,50973e3f-d27b-46ff-b571-adf7d1228ac2,9234492055,480850890784,bike,sports,5,Model_50,7de8ad4a-a,40b84b25,4,theft,2,3,major,low,Bangalore,Pune,137540,27508,G002,A12,0,0,1,8,1
995dc0a3-0718-4db3-99a3-824f4143c094,6fdba331-d5a7-44e4-95b4-b4552406853e,9358438550,919528402108,bike,classic,5,Model_25,e79fd94b-e,44ef57ac,1,theft,3,5,major,low,Mumbai,Pune,34594,34416,G002,A12,1,1,1,4,0
dd30f557-de74-4a38-bfed-e4b8b3718606,cbe92c1d-3546-482f-a9d7-e673c5f06e97,9127438391,109932693673,car,hatchback,4,Model_41,4eedf456-2,e51a428e,2,theft,2,4,minor,low,Bangalore,Bangalore,30678,15115,G002,A12,0,0,0,5,0
36b9de18-a6c7-49b7-b785-f67c93b40a09,a4bc4913-2f41-4569-834e-02ee251b500c,9089340782,194048595668,car,hatchback,6,Model_39,fcafde5b-e,e689dacf,2,accident,0,3,minor,high,Delhi,Mumbai,12031,8538,G001,A12,0,1,1,4,0
284822ad-bf6e-433a-b47f-fc5c14895a21,6162ae12-c619-4a13-9675-ef52b5bf61df,9541640840,808666841048,car,hatchback,1,Model_20,c688d846-3,255cc6d2,4,accident,4,3,minor,high,Bangalore,Bangalore,191872,47968,G002,A10,1,1,1,7,1
fbc7f661-42c6-4314-91cb-96868e0237e6,2d53442f-953d-4a7a-80cb-9704fcaabd15,9546139628,788779451014,bike,sports,9,Model_45,ab264084-c,a7aa84ca,2,theft,6,0,minor,high,Mumbai,Pune,25033,16698,G001,A12,1,0,1,3,1
cccebb42-2aa0-4433-9cca-24f371a3269c,1cac456e-7547-4626-abc1-7d578be3bfb0,9094196707,821174620295,car,hatchback,3,Model_25,b0cc9b85-f,4ca74f60,3,theft,2,4,minor,low,Pune,Bangalore,45118,39961,G001,A10,0,1,1,7,0
aa2ab999-3ce4-4105-b5d1-2e47499be5ea,8cee3d01-6eb6-4d85-b680-7a4c2c25a007,9887264472,483578487692,bike,sports,7,Model_10,e1d8d595-7,a1ee9c82,2,accident,3,5,major,medium,Bangalore,Bangalore,38752,22438,G002,A12,0,1,1,3,0
028115a7-d3b3-4f85-8e87-d27575297e79,f28320ff-4f12-4c12-b8ae-25dd8037f319,9990374872,559519771722,bike,cruiser,5,Model_31,4db14461-c,44ccefca,2,accident,5,3,major,low,Mumbai,Delhi,54127,34806,G003,A11,1,1,0,1,1
592fd1b7-2122-4aa2-8a1c-a1de36364666,5bdbd461-0cb4-4156-a49a-4e4ca09c7bc4,9807593676,313957313657,bike,cruiser,5,Model_48,58549399-4,a2693cc9,2,accident,6,2,major,low,Mumbai,Delhi,266424,33303,G002,A11,1,1,0,8,1
06a28e23-64fc-4f59-99b4-d58126fce300,32f55d85-ec93-4e6b-b279-78fecd68776c,9503403166,896890146044,car,SUV,4,Model_20,3e4104fb-2,3fe2e3a5,4,theft,0,0,minor,high,Bangalore,Delhi,103088,25772,G003,A12,1,0,1,1,1
13648acb-61d5-4b13-b7e5-4366f5e1ad88,a7621aae-ffed-46cd-b7b0-895700325035,9548388387,808610828876,car,hatchback,1,Model_16,e90d601b-d,b841a318,4,theft,4,1,minor,high,Delhi,Delhi,56955,49178,G001,A11,0,1,1,10,0
c930b98b-f0bf-42ca-b16d-3b751f5cad7b,5dd75d4c-f705-4a66-abba-fe1e9546fc92,9304786728,151388579825,car,hatchback,5,Model_46,12c207c4-a,3b603f62,3,accident,2,1,minor,low,Bangalore,Mumbai,35088,23680,G001,A12,1,0,0,2,0
7004b44d-20d2-40a6-8672-45262e9ed37e,44ab8043-1a32-4dab-99f4-36cde61916ba,9784227474,276618757267,bike,cruiser,7,Model_48,27d409c3-8,2dba2d24,1,accident,5,4,major,low,Pune,Mumbai,24449,8140,G002,A12,0,0,1,7,1
928a5153-a896-4c08-8b81-1a0a32c28b3d,324e7689-f067-440c-b823-7b8d2eb19495,9323486446,688342688799,car,SUV,2,Model_11,57e253e7-1,7e0680a3,2,accident,3,3,minor,medium,Pune,Delhi,149526,24921,G003,A11,1,1,1,4,1
63319289-2528-4178-8a16-8bb311a02946,56a4592d-093b-4313-9664-6352b7d37429,9184638460,507345222097,car,hatchback,4,Model_25,1f47b66a-0,3d356200,2,accident,1,3,minor,low,Mumbai,Pune,38737,20116,G002,A10,0,0,1,10,0
a5495631-cb78-4392-bb0a-0987bf89937e,491c0449-61e1-455e-b64a-968ab2c6fcec,9711080476,400234180647,car,XUV,10,Model_14,e07f171b-5,e53ddafd,3,accident,6,5,minor,medium,Delhi,Delhi,81148,20287,G003,A10,0,0,0,4,1
3818d094-7684-40a0-b56f-63e59afc1e2c,84809427-9a9a-4e16-82ff-6a14044d4937,9090001213,362060411618,car,hatchback,3,Model_4,c07d50fb-0,dc9bb43b,3,theft,2,5,minor,high,Mumbai,Pune,100812,33604,G001,A10,1,1,1,3,1
5226d342-cbb7-4b9e-a110-084e27800fba,48537c7b-4cb4-4735-b0bc-3842359aa09d,9944514493,543706118583,bike,scooty,8,Model_31,f1054140-f,7c790a9b,2,accident,6,5,minor,high,Bangalore,Delhi,114156,38052,G002,A12,1,0,0,7,1
ccd76763-179b-4491-aab3-1e54cdb9cc72,ae67a97f-4842-4787-ba11-1a6b66847fc5,9504744340,332188520038,car,hatchback,7,Model_10,eca91c22-b,3ab08180,2,theft,2,1,major,high,Bangalore,Mumbai,21720,12745,G002,A10,1,0,1,2,0
44bf3a57-1a34-4fd9-882f-8cb4df91fde2,b8a03831-85ab-48ba-85b5-396bb09fda57,9621913064,286486050221,bike,scooty,4,Model_27,c090e356-f,ce429aad,1,accident,4,1,minor,low,Bangalore,Delhi,26325,15527,G001,A10,1,0,1,1,0
32f7eac0-7e3f-41a5-bb16-dba094dd1f9a,f887858f-ade3-4ab6-a727-52c881ae4ee0,9605854967,350731330208,bike,sports,10,Model_27,d220ea40-2,d62c1c69,1,accident,4,1,minor,medium,Mumbai,Bangalore,27029,17381,G002,A12,0,1,0,7,0
395d8379-3e0a-4f60-b220-448a8b61c53a,fa083933-b659-4303-b151-77690b9e5f98,9061126218,982648307067,bike,cruiser,9,Model_36,b915fb99-6,9305eabd,3,accident,3,0,minor,high,Bangalore,Pune,62704,49012,G001,A12,1,1,1,7,0
4e072ed9-2087-470b-9f10-c6d3c13c9a09,519302d2-a5d9-4fa9-987b-a94a6b465e09,9229041409,574452275406,car,sedan,4,Model_45,733ca181-9,32888cc3,4,theft,3,2,major,medium,Mumbai,Mumbai,28036,10369,G001,A10,1,0,0,10,0
f7fec768-282f-4086-aba8-1f2ce09fde6d,3e4b6902-398e-4511-948c-e62aa70b109e,9001719372,509079292350,bike,scooty,2,Model_41,b26dd510-e,c3ec634e,1,theft,4,1,major,high,Bangalore,Bangalore,47614,30122,G002,A12,0,0,1,8,0
6c4ddd9d-be99-4971-adf9-7e1ba3c5cfd2,35203ba2-0b8d-4892-8c74-d1ede09bf494,9714159253,391760725556,car,sedan,8,Model_11,735f5fea-c,a2340f68,4,accident,4,0,minor,medium,Pune,Pune,61899,48520,G002,A10,0,0,1,2,0
573c0ee7-2da5-4bee-ba2c-22f1b97d4990,dc95535a-cc90-46ca-8d67-87724379e16e,9323918826,473498575843,car,SUV,6,Model_15,873bdb41-9,44cff17f,4,theft,5,4,minor,medium,Delhi,Pune,23008,13508,G001,A11,1,0,0,7,1
fa20ca0c-ebba-4461-b7fe-e09e7489d073,4cfd69aa-3c01-47fe-adb4-eb34927adec9,9081266919,552136657726,car,hatchback,1,Model_27,07e6999c-d,230818e6,1,theft,3,5,minor,low,Delhi,Pune,71112,23704,G003,A12,1,1,1,2,1
43ac0db9-660b-4eb6-bce4-963dd88ea0bc,c9efd5ea-a7b1-47c5-9dd1-9f2f9a89c841,9002100506,750533749294,car,SUV,2,Model_11,78495beb-7,7a77e072,5,accident,2,3,major,medium,Mumbai,Pune,87684,29228,G003,A10,0,0,0,3,1
12d604f8-9307-4306-9386-d88d0666c2e9,8230ead0-4745-4594-b29c-cfb74b3c5167,9857128483,433394734665,bike,sports,5,Model_30,cb7fbd54-6,3b082212,1,theft,4,3,major,medium,Pune,Bangalore,140686,20098,G002,A12,0,1,0,2,1
cc18ed10-0bbb-4212-9648-e8548ea7f223,4031c147-e8b6-414a-a468-e62a7769f720,9696085041,990769329046,bike,cruiser,9,Model_34,db8ac07c-1,86e9beb3,5,accident,2,2,minor,medium,Pune,Mumbai,288150,48025,G002,A10,1,0,0,5,1
8ca005be-0982-4cfe-b0e1-d74f0a254798,9d35e88d-272a-4336-831a-d4bbcb026173,9814715583,742164779184,car,SUV,8,Model_39,f03b3fa5-d,1df935b7,5,accident,3,4,major,high,Delhi,Delhi,15546,5182,G003,A12,0,0,1,2,1
7a0fa8b5-6bf8-4431-a9ee-f1a5aaf78570,6a7565e6-92c0-4221-89f0-26e0e6a54839,9714246395,890276322037,car,XUV,8,Model_24,b6d80a56-1,9c85b361,2,accident,0,4,major,high,Mumbai,Mumbai,27963,17895,G003,A11,0,1,1,2,0
2dc047bf-f51c-4882-97e5-3e68ca9529db,875757e0-3da8-4661-b787-9da315e0506f,9530532428,795661083399,car,SUV,6,Model_39,e70948bd-0,99d4a837,4,accident,6,4,major,medium,Bangalore,Mumbai,136218,22703,G003,A11,1,0,1,2,1
08940a66-ed1c-46bb-b9c1-5142bbccd698,be8fa2a3-c540-4cd7-b73c-94d2845f1a3a,9224140813,274596354014,bike,cruiser,3,Model_1,0d5fd1d1-0,d5b6159e,4,accident,2,4,major,low,Bangalore,Pune,12898,10112,G001,A10,0,1,1,4,0
a89e6a5e-6c94-4e2f-94ea-b8e4a58b64fc,d80009b1-056e-4111-a352-c456a64dbc18,9638689128,797652926403,bike,sports,6,Model_45,a30d1616-f,f2015786,4,theft,2,2,major,low,Bangalore,Bangalore,97752,24438,G003,A12,0,1,1,3,1
0ec6b116-697c-440b-9209-7f2cc98fa6ff,49ef9b50-15a7-4e67-99d6-c70b48c3b20f,9426017089,632048960793,bike,cruiser,5,Model_46,32db8458-6,e57ce9f9,4,theft,1,3,major,medium,Pune,Mumbai,49422,41045,G003,A12,1,1,1,10,0
c0f0ef1e-76e9-406d-b7e0-c5494fd71948,94465053-58d7-422c-86d0-f27ef704c2f1,9249561449,502763824967,bike,cruiser,10,Model_11,ea22c020-8,432156fe,2,theft,4,2,minor,high,Bangalore,Mumbai,95151,13593,G002,A10,0,1,0,10,1
f7a511b6-e792-4b45-9b96-c9fa65790a45,e40b0a57-0efb-407e-b6b5-c20364c07e2c,9983564350,703728951238,car,SUV,5,Model_10,f38adb40-5,4deaf25e,3,accident,2,4,minor,high,Mumbai,Mumbai,30199,11299,G003,A10,1,0,1,7,0
faf0d8aa-7cbe-493b-80b0-ec3383b8eb2a,9f82aba7-217c-4c2a-b7b0-fc0ac87f54ab,9793817723,295361854561,bike,cruiser,3,Model_7,a36583d1-c,246a5df8,2,theft,3,4,minor,low,Mumbai,Delhi,34108,21137,G003,A10,0,0,0,2,0
2fc399ee-4da1-4336-8bee-30c6d4b58d62,3d28716f-1003-4b59-ac7b-2cd15a761970,9501615943,666153429622,bike,classic,7,Model_28,60bbf83d-e,f52de941,3,accident,2,1,major,high,Mumbai,Bangalore,44199,33087,G001,A11,0,1,0,4,0
abb3eaa8-40d2-45df-932c-ce3af271e3e3,95e8c186-5237-41b2-bd0e-22eba6555ac3,9947300578,845455155558,car,XUV,2,Model_37,3de6c033-4,11a50cf3,5,accident,6,1,major,high,Delhi,Bangalore,29988,20648,G003,A10,1,0,1,8,1
ca0f2a84-de26-43bb-bf52-2d3648ec90d4,1916d409-6969-4fd7-94c2-045dee01745a,9045254574,499993934261,bike,scooty,4,Model_24,e9c3bf05-c,98ed47a5,4,theft,6,4,minor,high,Delhi,Mumbai,55736,47875,G003,A12,0,0,0,6,1
1fa884fd-8540-4fed-94aa-d362ed4964fe,273b3a6c-9e88-435d-aca6-0dc0ce7cdc5f,9952506927,101517337661,car,SUV,8,Model_12,335c6c1c-2,4000de47,3,theft,6,0,minor,medium,Delhi,Delhi,130683,18669,G002,A10,1,1,0,3,1
12f661a8-603f-4fba-b891-74cb24a34efa,7e731d2e-b262-4049-9e54-824837a6f3f2,9760791917,295628801680,bike,sports,1,Model_25,5e5f974f-1,32753259,3,theft,6,0,minor,low,Pune,Mumbai,26653,10195,G002,A12,1,1,0,6,1
e56b07b2-8cdf-4c70-a98d-502b90561603,d1de7195-f31c-40ce-87ca-0b72655ae853,9916888597,449578732456,car,hatchback,6,Model_5,01f2247d-b,77f80681,3,theft,3,3,minor,high,Pune,Delhi,25369,7665,G002,A10,0,0,1,1,0
de89fe94-24ab-456a-b7dc-fe07a9680957,09383650-7e46-4cea-82c4-c3e35206d308,9014968914,414557299746,car,sedan,9,Model_41,2300b3dd-6,ff719d00,5,accident,4,0,minor,low,Pune,Mumbai,24610,14630,G003,A12,1,0,1,7,0
0071804a-e357-4a14-ab1f-08f378ded257,1457e8a6-83a9-4c2d-a4fa-dae3a7624fd9,9331638368,395195423388,bike,classic,7,Model_14,92bcecf5-e,364c13d7,3,theft,1,2,minor,low,Pune,Mumbai,62853,44979,G003,A11,1,0,0,8,0
7c369b04-7f90-48e1-8ab7-8b49d0588d77,c7f25c3c-446e-418b-aa01-5cf530d28521,9159968143,758925177781,car,XUV,5,Model_1,7598bcfb-8,7a1ecdc2,3,accident,6,4,minor,medium,Mumbai,Delhi,42758,42342,G002,A10,1,0,0,9,1
7a790a31-89b3-4839-9c1b-f7d0466ff372,f93e1fc2-0b83-4f31-b8bb-1dcb84d4b5f4,9068351436,662652559844,car,SUV,5,Model_1,967d0a84-3,51c48807,4,accident,2,0,major,medium,Delhi,Mumbai,27747,22411,G003,A11,0,0,0,10,0
985aa63a-44d8-4484-8862-ea048accd923,6e05fcc9-975d-4c80-9aca-81aefc309902,9121765829,670549855196,car,sedan,10,Model_21,babad999-d,c7ee22f4,4,theft,6,5,major,low,Pune,Mumbai,237714,39619,G002,A10,0,1,1,1,1
f1faa3d9-c4a4-46ba-8a96-997faae6a75b,e1102088-30ab-44d0-b820-6cc7361f1871,9264562113,336191326389,bike,sports,10,Model_6,0a95992c-9,29d12202,1,accident,5,4,minor,high,Delhi,Mumbai,48133,36489,G003,A12,0,0,0,9,1
6420a60f-2256-4579-978c-95364a2264d0,37fb4acf-6c6a-412e-93b9-bb1b26ca86ce,9329762248,343981531360,car,XUV,9,Model_11,e00c2ede-0,86d0d7cc,5,accident,4,2,major,high,Pune,Mumbai,279304,34913,G003,A10,0,0,1,9,1
69cb1b11-6f65-4751-b413-aa0615ac89a1,d2057c96-feef-4fcd-9e63-006115fdf034,9947779977,704058717289,bike,scooty,4,Model_29,56aaa2f3-a,ebd4ba11,5,theft,5,3,major,medium,Bangalore,Delhi,155664,38916,G002,A10,0,1,1,5,1
eddd50a8-459d-49d8-bf53-466b77d53056,4795586f-3194-4103-8b01-e1eb0277d9f9,9076807963,362068637460,car,hatchback,1,Model_30,6a6d51e3-d,37303a1f,5,accident,6,3,minor,high,Bangalore,Bangalore,18772,17459,G001,A11,1,0,0,6,1
b4c1b420-3036-4b6a-a887-a804aeafd2ad,9e745f4f-fa0d-403c-8f98-312da66af33b,9458087389,210357781504,car,SUV,1,Model_9,a32d6b19-f,a9d124b8,1,theft,4,2,major,high,Bangalore,Pune,75960,15192,G002,A12,1,1,0,2,1
686ae387-6c91-48a9-85bf-c49ade87ed42,8130397c-4938-4e2f-91ae-4a78db821a1a,9474043321,749518444173,car,sedan,1,Model_22,6e9d10b6-b,8066599e,4,accident,4,4,minor,high,Bangalore,Bangalore,41343,37417,G003,A11,1,1,1,10,0
04310f13-7f50-45b0-bf37-92fc8dfd7985,f3b82474-5290-4b40-8a36-8fed57fb1f72,9320469823,454012471230,car,XUV,9,Model_33,a8a6ee06-7,8a6ae4ce,1,accident,6,2,minor,medium,Mumbai,Mumbai,140165,28033,G001,A11,1,0,1,8,1
9ac6dfac-dbe7-4f40-83d5-990c2c76a4b7,f61bf100-e212-4dcc-af48-d56fba7fd978,9257745096,667972252253,car,sedan,6,Model_10,59bf9e5c-d,168dcd23,1,theft,4,3,minor,high,Bangalore,Pune,246330,49266,G002,A11,1,0,0,7,1
d258d5d5-4703-4695-be83-94fed4e6794f,e74617b6-39a8-49b8-8e59-a3bab0a4ffdd,9451404878,354649629335,car,hatchback,7,Model_33,9857f39e-0,edc27c98,5,accident,4,3,minor,medium,Bangalore,Pune,41685,13895,G001,A10,1,1,1,8,1
ed8ad18a-5da1-4864-9f65-35c341947727,dc9e4df9-8513-4038-b7fb-32a2a76a61cd,9361202517,776703883037,car,SUV,4,Model_35,ea070be2-1,af81997d,5,accident,5,3,minor,low,Delhi,Mumbai,30514,15414,G003,A10,1,0,1,4,1
b3428f1f-1686-4ce0-a599-54a5dbe8fcf2,5cab142e-bf94-491d-80ed-c678e8007ceb,9833021282,898893820189,bike,scooty,1,Model_19,d7e5704b-6,fe9de140,5,theft,6,1,major,medium,Delhi,Bangalore,293797,41971,G002,A10,1,0,0,4,1
8831cb56-3f1a-416b-9324-9b80c8f909c7,45bf5824-c9fa-411c-9b82-ee1d047e1653,9527798473,143530067925,bike,classic,4,Model_20,85feb545-f,187a1998,1,theft,2,4,minor,high,Bangalore,Pune,10810,7544,G001,A10,1,0,0,8,0
c4031738-0209-461a-a13b-924fe507e0a3,03774bc1-0d46-4d14-b66f-50ffc96b6d37,9170763316,781072385825,bike,sports,9,Model_24,f997a348-f,062d0316,1,theft,5,3,major,medium,Delhi,Delhi,37403,22453,G001,A10,0,1,1,7,1
cd61f600-9e49-438f-937f-fb6b037651be,52548cce-24ca-4fe9-832c-522bbd6a87d0,9331524156,592621239041,car,sedan,2,Model_43,ea454f3d-8,e270fa0b,3,accident,5,3,major,medium,Pune,Mumbai,21846,11000,G003,A12,1,1,0,1,1
